"TCGA.AF.2687.01"	"TCGA.AF.2690.01"	"TCGA.AF.2693.01"	"TCGA.AF.3911.01"	"TCGA.AF.4110.01"	"TCGA.AF.5654.01"	"TCGA.AF.6136.01"	"TCGA.AF.6655.01"	"TCGA.AF.6672.01"	"TCGA.AF.A56K.01"	"TCGA.AF.A56L.01"	"TCGA.AF.A56N.01"	"TCGA.AG.3591.01"	"TCGA.AG.3592.01"	"TCGA.AG.3725.01"	"TCGA.AG.3731.01"	"TCGA.AG.3732.01"	"TCGA.AG.3742.01"	"TCGA.AG.4021.01"	"TCGA.AG.4022.01"	"TCGA.AH.6544.01"	"TCGA.AH.6547.01"	"TCGA.AH.6549.01"	"TCGA.AH.6643.01"	"TCGA.AH.6644.01"	"TCGA.AH.6897.01"	"TCGA.AH.6903.01"	"TCGA.BM.6198.01"	"TCGA.CI.6619.01"	"TCGA.CI.6620.01"	"TCGA.CI.6621.01"	"TCGA.CI.6622.01"	"TCGA.CI.6623.01"	"TCGA.CI.6624.01"	"TCGA.CL.4957.01"	"TCGA.CL.5917.01"	"TCGA.CL.5918.01"	"TCGA.DC.4745.01"	"TCGA.DC.4749.01"	"TCGA.DC.5337.01"	"TCGA.DC.5869.01"	"TCGA.DC.6154.01"	"TCGA.DC.6155.01"	"TCGA.DC.6156.01"	"TCGA.DC.6157.01"	"TCGA.DC.6158.01"	"TCGA.DC.6160.01"	"TCGA.DC.6681.01"	"TCGA.DC.6682.01"	"TCGA.DC.6683.01"	"TCGA.DT.5265.01"	"TCGA.DY.A0XA.01"	"TCGA.DY.A1DC.01"	"TCGA.DY.A1DD.01"	"TCGA.DY.A1DE.01"	"TCGA.DY.A1DF.01"	"TCGA.DY.A1DG.01"	"TCGA.DY.A1H8.01"	"TCGA.EF.5830.01"	"TCGA.EF.5831.01"	"TCGA.EI.6506.01"	"TCGA.EI.6507.01"	"TCGA.EI.6508.01"	"TCGA.EI.6509.01"	"TCGA.EI.6510.01"	"TCGA.EI.6511.01"	"TCGA.EI.6512.01"	"TCGA.EI.6513.01"	"TCGA.EI.6514.01"	"TCGA.EI.6881.01"	"TCGA.EI.6882.01"	"TCGA.EI.6883.01"	"TCGA.EI.6884.01"	"TCGA.EI.6885.01"	"TCGA.EI.6917.01"	"TCGA.EI.7002.01"	"TCGA.EI.7004.01"	"TCGA.F5.6464.01"	"TCGA.F5.6465.01"	"TCGA.F5.6571.01"	"TCGA.F5.6702.01"	"TCGA.F5.6810.01"	"TCGA.F5.6811.01"	"TCGA.F5.6812.01"	"TCGA.F5.6813.01"	"TCGA.F5.6814.01"	"TCGA.F5.6861.01"	"TCGA.F5.6863.01"	"TCGA.F5.6864.01"	"TCGA.G5.6233.01"	"TCGA.G5.6235.01"	"TCGA.G5.6572.01"	"TCGA.G5.6641.01"
"hsa-mir-1225"	0.201	0	0	0	0	0	0	0	0	0	0	0	0	0.5746	0	0	0	0	0.1503	0	0	0	0	0	0	0	0	0.2743	0.461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2723	0	0	0	0	0	0	0	0.4331	0	0	0	0	0	0	0	0	0	0	0.2926	0.1119	0	0	0	0	0.2247	0	0	0.1503	0	0	0	0	0.1956	0	0.1617	0	0	0	0	0	0	0.3924	0	0
"hsa-mir-1224"	0.8054	0	1.4571	0	0	1.3688	0	0	0.7859	0	0	0.506	0.3816	0	0.1782	1.0591	0.5771	0.2028	0	0.1563	0.7525	1.4352	0.4203	0.8735	0	0	2.0261	0.5047	1.2128	1.0417	0.1959	0.5513	0	1.0555	1.4121	0.9355	0.418	0	0.1725	0.7011	0.2059	0	1.2915	0.1329	0.1876	0.1243	0	0.1713	0	0	0.6442	0	0	0	0.311	0.1652	0	3.2398	1.3452	0	0.9743	2.5675	0.4595	2.505	0	0	1.1187	0.5358	1.8073	0	0.8143	0.5565	1.1296	0.2247	1.3897	0	0.9095	0.2275	0.2379	0	0.316	1.3768	0	0.1617	0	1.5693	0.8474	0.7352	0	0.9532	1.1702	0	1.4194
"hsa-mir-652"	5.0767	4.7517	5.4228	4.5143	3.7195	6.4392	4.5498	4.7267	4.5215	4.9047	4.6101	5.4751	4.3808	4.8885	4.3501	4.805	5.0089	4.6527	4.0329	5.1748	5.0223	4.4037	5.2168	4.7438	3.4875	7.4722	5.3946	5.3575	4.4527	4.7733	5.0057	4.3165	4.7166	5.0927	6.4447	5.9837	5.234	3.9132	5.322	5.8566	6.0252	6.2548	5.7048	5.1116	4.2306	5.6058	5.3757	3.1605	5.3087	4.7842	6.0991	4.2452	4.6329	4.6433	3.3758	4.3253	6.2128	4.9337	5.247	3.8522	5.0671	5.0837	4.5198	4.4491	4.4468	5.0114	6.1437	5.6051	4.9504	5.2093	6.2058	4.2212	5.1479	6.1065	5.258	3.8655	4.3373	4.9368	5.2318	3.4291	4.8334	4.3232	4.3401	3.3911	3.4937	6.0428	4.0862	4.5194	4.094	5.2202	5.2436	3.6938	4.3365
"hsa-mir-653"	2.5323	3.7514	1.784	2.3666	3.2398	3.1037	2.9103	1.0716	3.4136	1.8973	1.6025	1.8994	3.4584	0.9844	1.5063	2.6199	1.1794	1.2379	3.0626	2.8435	1.4393	2.5076	1.5161	1.9369	3.4317	3.1106	3.538	1.8963	2.5595	1.8431	1.2954	2.6847	1.7314	3.1469	3.1746	2.4154	2.009	1.7662	1.9241	0.7011	1.8512	2.9321	2.5426	2.0977	1.6878	1.1177	1.317	3.2396	2.6782	1.3807	0	3.2158	1.4827	4.2085	1.3581	3.3704	2.2253	1.1295	1.5488	1.7841	2.1068	1.4646	3.6149	4.3767	3.7343	3.8788	0.4756	2.0526	2.0231	0	2.1418	2.5128	2.1903	2.4279	2.8111	2.5043	1.3432	2.1701	1.5716	2.5121	2.2245	1.5297	1.7415	2.6642	3.1828	2.1286	1.6772	3.2082	1.6634	1.2656	1.2671	2.9293	2.2619
"hsa-mir-650"	0	0	0.432	0	0	0	0	0	0	0	0	0	0	0	0	0.1833	0	0	0	0	0	0	0	0	0	0	0	0.2743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1617	0	0	0	0	0	0.5539	0	0	0
"hsa-mir-651"	2.3749	1.3834	1.6298	1.4359	0.697	3.3917	1.7426	2.3202	1.6097	2.8682	2.7879	3.233	2.6894	2.1456	1.3289	2.3401	1.603	1.5668	1.3431	2.0317	1.6108	2.2304	2.5198	1.4136	1.3161	2.8659	2.5918	1.4197	1.3255	3.0312	1.9668	1.7999	1.2584	1.9735	2.7087	2.8851	2.949	2.5788	2.4453	2.0458	2.6712	2.9321	3.6534	1.5024	0.8743	1.4383	0.5822	1.816	2.7689	2.3502	0.6442	2.6721	1.8609	2.4542	1.5481	0.4478	2.6033	2.348	1.7272	1.1519	1.8553	2.524	2.0002	1.8232	2.5082	1.3857	2.044	1.485	1.0902	1.3985	0.4639	1.5275	1.7554	2.5155	2.5511	1.5864	1.2126	0.9555	1.8116	1.4526	1.6427	0.7873	1.3258	0.8722	0.9058	2.9534	1.8471	1.6448	1.3422	0	2.5082	1.7232	1.7892
"hsa-mir-3118-2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"hsa-mir-218-2"	5.1269	5.4069	4.4094	4.5076	4.3489	2.8738	4.5173	4.482	3.312	5.1597	5.376	4.2043	1.775	2.7282	2.4517	5.7718	3.5198	3.925	4.6775	4.5915	4.406	5.3889	3.792	3.0569	4.5052	2.4575	3.3132	4.8817	3.7868	4.0467	4.0997	3.4903	4.5972	4.4864	3.6899	3.5228	3.3327	4.039	2.3407	2.695	4.1475	4.2846	3.1246	5.1236	4.7381	5.0618	2.9471	4.5662	5.1906	4.6003	3.6157	4.7104	5.1866	4.6517	5.0649	4.2445	3.1502	4.129	3.0224	2.5578	3.4309	3.6968	3.9131	5.5369	2.3514	4.9562	3.0052	3.4456	4.0072	2.5628	2.8213	5.2638	4.301	3.2872	4.1617	4.1267	3.9637	4.9803	4.1437	5.3508	5.1999	3.9957	3.7248	5.3611	5.0005	4.6698	4.2768	4.2838	5.3355	4.0602	4.6569	6.3111	4.5372
"hsa-mir-1184"	0	0	0	0	0	0	0	0	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-302d"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1248	0	0	0	0.2908
"hsa-mir-1182"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7674	0	0	0
"hsa-mir-153-2"	2.5691	4.2855	5.9483	3.2359	5.9424	4.3882	6.4349	5.326	5.5762	4.5845	3.7246	4.8756	4.8356	5.5239	6.0901	4.3192	4.2787	4.712	3.2068	6.5565	5.247	5.9884	2.5198	5.9751	6.3961	3.3833	5.6244	6.0335	4.4773	4.4783	4.677	5.1409	4.5551	4.8752	5.817	6.8969	4.6064	4.9867	6.1575	2.7294	4.2672	6.0248	5.0166	4.1606	3.4033	5.3305	2.9471	4.7531	4.4581	5.786	5.7221	5.0483	4.1883	6.3229	4.4936	6.5291	6.5377	6.5225	2.22	3.0587	5.0789	7.1778	5.281	5.1648	5.1292	5.0114	6.2913	4.0061	5.3318	3.9447	6.1834	5.2901	5.1357	4.4413	2.493	5.5361	3.3381	4.3732	2.3059	5.5688	4.7129	2.767	3.0646	5.0967	3.217	3.4749	3.4583	5.4574	2.4156	6.4098	6.2032	5.6034	5.5058
"hsa-mir-1180"	5.4664	3.0773	3.686	3.0064	2.8748	5.5118	3.6997	3.1899	3.907	3.8364	4.1121	4.8337	2.6551	3.7523	2.3059	3.7507	2.477	2.3859	2.1385	3.2601	3.5797	3.0181	4.3419	3.4791	2.3942	6.0078	4.4001	3.969	4.1193	3.2252	4.2941	2.6494	4.22	3.0958	5.4104	4.3975	2.7828	2.2552	2.4453	3.8843	5.0538	4.3852	4.7322	2.6568	3.2004	3.687	4.2776	2.9879	4.0146	2.7448	5.0482	2.9264	3.2653	2.6662	2.166	1.9678	5.0383	5.6542	3.535	3.8522	4.372	4.7945	3.3752	2.505	3.8266	3.9745	4.5873	3.9014	3.1146	3.9137	6.0328	2.9681	3.023	5.0376	4.7509	2.8092	3.4583	2.4207	3.3426	1.9346	3.271	3.4805	3.0932	1.7023	2.0962	4.5878	3.9806	2.9841	2.742	3.3732	3.0879	3.6777	3.0841
"hsa-mir-1181"	0.201	0	0.7641	0.1461	0.457	0.7075	0.8336	0.351	0.4458	0.5955	0	0	0.2034	0	0.5462	0.1833	0.098	0.5389	0	0.2973	0.228	0	0.2254	0.4145	0	1.2313	1.0823	0.5047	0	0.1604	0	0.208	0.3011	0.5481	0.3526	0.7522	0.418	0	0.1725	0.5552	1.0523	0.2642	0.9747	0.4708	0	0.7049	1.6948	0.1713	0.5012	0.2366	0	0	0.5642	0.1947	0	0	0	0.8415	0.6578	0	0.4992	0.4351	0.9543	0	0	1.1439	0.8327	0.2926	0.2157	0.4084	0.4639	0.3049	0	0.419	0.3004	0.7378	0.2864	0	0.4421	0.195	0.4077	0	0.5871	0	0	0.6435	0.6776	0	0.2396	1.1179	0.5547	0.1939	0.2908
"hsa-mir-3117"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4229	0.6879	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"hsa-mir-634"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-100"	11.6934	12.4073	9.9101	11.1961	10.8401	10.5246	10.5352	10.3818	9.856	12.199	11.6853	10.6786	8.6512	9.798	8.707	11.1344	10.8395	10.5676	10.2023	11.2429	9.9222	11.0716	10.356	9.4362	11.2331	8.693	10.4461	9.6562	10.5682	11.1268	9.6767	9.746	11.0378	10.894	10.0055	10.4492	10.8912	10.6422	10.4133	10.9493	11.6354	11.596	10.1772	11.8322	11.3227	11.5567	8.5387	11.3755	10.9758	10.2007	11.9225	10.6981	10.6708	10.7037	10.6919	10.7149	9.5227	10.4368	10.6088	10.8003	8.6457	9.2919	10.3748	12.8218	8.7045	10.1247	8.6892	8.9383	11.789	9.2094	8.1182	12.7889	11.0564	11.1261	12.4978	11.9268	12.6339	12.0741	11.6563	11.3287	11.2945	11.5166	11.7672	11.5182	11.5931	10.8994	11.8955	11.7773	12.2524	9.1683	10.2512	13.1351	10.273
"hsa-mir-107"	5.0638	5.5438	5.7093	5.379	5.1611	5.1368	5.4428	5.8788	5.8207	6.0715	5.947	4.7906	5.3618	5.3703	5.4593	5.9935	6.1875	5.7982	5.3209	5.6094	6.2476	5.5937	6.2875	6.2552	6.0143	5.8594	6.6977	6.4784	6.0597	5.9249	5.9461	5.8368	5.9276	5.8465	5.0853	6.8406	6.6068	5.5432	5.5107	5.597	5.2527	6.8194	6.2895	6.0087	5.9467	6.1969	6.783	5.0832	5.8558	5.5621	6.0262	5.1885	5.985	5.6269	5.0649	6.0074	6.6093	6.2671	4.6917	5.8383	5.5038	5.7257	5.8204	6.2772	5.7084	5.6144	6.0575	5.7387	5.4799	6.4111	6.8849	5.8859	6.3798	7.284	6.1525	5.4284	6.0491	5.8652	6.6793	5.4615	5.3633	4.8444	5.9253	5.4616	5.2773	7.119	5.2989	6.3544	6.0332	6.0407	5.8592	5.5819	6.1476
"hsa-mir-3689b"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"hsa-mir-3143"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"hsa-mir-1289-1"	0	0	0	0	0	0	0	0.4989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2489	0	0	0.208	0	0	0	0	0	0	0	0	0	0.4874	0.5681	0	0	0.1243	0	0	0	0.1231	0	0	0.3095	0	0	0	0	0.1788	0.47	0	0.1863	0	0	0	0	0	0	0	0	0	0	0	0	0.419	0.3004	0	0	0	0.621	0.195	0	0	0	0.1617	0.285	0.6435	0	0	0	0	0	0	0
"hsa-mir-1289-2"	0	0	0	0	0	0	0	0	0	0	0.2674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-1255b-2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-1255b-1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-10b"	14.2944	14.9277	14.049	14.0953	14.2621	16.3855	14.8002	14.4399	13.6002	13.8463	14.1291	13.1264	13.362	13.7949	12.9575	14.6278	13.916	14.1868	14.0157	13.8863	15.3941	15.1568	15.9372	14.0675	13.8926	14.6237	14.0825	14.3077	14.1908	15.1721	14.0094	13.714	14.4499	14.1494	15.4105	15.4925	14.0832	14.371	14.0851	14.5601	14.4175	13.9046	14.36	13.4293	14.3155	13.7793	14.1192	14.4438	15.528	14.0898	14.9153	14.1302	13.9533	14.1258	14.3913	13.7034	13.5168	16.5452	15.8374	13.8915	15.233	16.0785	13.978	13.4675	14.1274	14.091	14.3379	14.0164	14.6541	13.1328	14.2648	14.0431	14.3242	12.9321	14.3746	14.6167	13.3499	14.1695	16.1472	14.0783	14.7583	14.7501	14.9929	14.9146	14.9075	13.8213	13.3313	15.0802	12.831	15.0825	15.2238	15.4841	13.8922
"hsa-mir-635"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-548aa-2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"hsa-mir-660"	4.7559	5.4069	6.8693	5.401	4.9101	5.9562	6.6374	6.2012	5.8114	7.3665	7.2099	7.0033	6.4277	6.4728	5.4636	5.3222	5.8151	5.3145	5.1574	5.5366	6.0788	6.1061	5.0936	5.8433	5.2652	7.3344	6.2507	5.7711	6.1235	5.0544	5.6897	5.6219	6.4406	6.2009	5.8794	5.2289	6.0304	6.4757	6.1158	6.2645	5.8014	6.2774	4.9279	4.6227	4.8877	6.128	5.5919	4.0882	7.2181	6.008	4.4104	5.75	5.3048	6.6594	5.0067	5.9434	7.3325	6.734	5.1641	4.8327	6.2809	5.2597	5.1576	6.2722	5.3629	5.8695	7.2267	6.7525	5.1569	6.7285	5.7874	5.4617	5.7354	5.8693	5.3591	5.4506	5.0228	5.3711	4.0531	5.5511	5.4084	4.7848	5.3462	4.7915	5.3015	6.7257	5.8765	4.8801	5.7432	6.3817	6.4732	4.8023	6.2293
"hsa-mir-3154"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.493	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"hsa-mir-10a"	15.4371	15.884	16.0484	16.3903	16.6886	14.9779	16.6348	16.382	17.1775	14.9561	15.2652	16.6744	16.9537	16.0389	16.8612	14.8233	17.8819	17.4131	17.222	16.3464	15.8914	15.697	16.6032	16.4472	16.7487	12.9806	16.3459	16.6987	14.9916	15.7117	16.6395	15.6268	16.4032	15.5816	16.9011	16.4839	15.0084	16.786	14.1862	15.2414	15.5432	15.0848	15.6194	15.9655	15.9508	14.9998	16.4975	16.7591	15.5568	17.1857	16.4225	17.7473	16.6314	16.0102	16.849	16.7036	16.5151	15.9563	16.4947	16.1808	17.1146	12.5157	15.9814	15.2658	16.1374	16.224	14.4909	15.6289	15.7904	16.2029	16.5636	14.9658	15.4328	15.6601	13.8575	16.8467	14.7064	16.0609	17.4013	16.4019	16.1473	16.7723	15.3171	15.7868	16.3292	15.0688	15.6526	15.9268	14.3203	16.4465	15.4798	16.8895	15.7547
"hsa-mir-3177"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.2674	0.2751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"hsa-mir-1825"	0	0	0	0	0	0.3967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9249	0	0	0	0	0	0	0	0	0	0.2965	0	0	0	0.2097	0	0	0	0	0.3535	0	0.3203	0	0	0	0	0	0	0	0	0	0	0	0.2541	1.1519	0.1863	0	0	0	0	0	0	0	0.3126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9532	0	0	0
"hsa-mir-1827"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1897	0	0.1503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2864	0	0	0	0	0	0	0	0	0	0	0.3401	0	0	0	0	0
"hsa-mir-1826"	9.5522	10.4047	12.1004	9.9059	9.6029	8.6647	11.2943	10.239	10.6002	NA	NA	NA	9.7932	10.6656	10.0819	10.1878	6.2528	6.9875	10.0042	9.7753	10.9771	10.3315	9.7864	10.276	10.2008	11.8693	11.5125	10.8875	10.2864	10.102	10.4493	10.7008	11.0319	10.318	11.1218	7.6532	9.1659	10.2033	10.2252	9.3764	9.8389	8.6091	9.6538	6.952	7.1867	6.7965	7.9062	9.5317	11.1055	9.7233	12.4792	10.166	10.4386	9.1206	9.8529	9.1381	10.7293	10.9222	9.2529	8.9325	10.4753	10.2987	10.3776	9.8906	10.7185	10.2158	10.9895	10.7073	9.4454	11.6955	11.8051	11.3844	10.6885	10.2557	11.333	9.7892	9.7579	8.8359	10.3551	9.1029	9.6017	9.731	9.9414	9.5684	10.3107	11.5157	11.2903	9.8198	9.6574	12.1494	11.4023	9.9973	10.7357
"hsa-mir-623"	0	0	0	0	0	0	0.3342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1788	0	0	0	0	0	0	0	0	0	0.2926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-622"	0	0	0	0	0	0	0	0	0	0.5955	0	0.2751	0	0.3157	0	0.4919	0	0	0	0	0	0.1916	0	0.2221	0	0	0	0.2743	0	0	0	0	0	0	0	0	0	0.2284	0	0.2097	0	0	0	0.1329	0.5024	0	0.5822	0	0	0	0.6442	0	0	0	0.1638	0	0.4331	0	0.2541	0.688	0.1863	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5489	0	0	0	0	0.1008	0.1132	0	0	0	0.285	0	0.2628	0	0	4.3357	0.3924	0	0
"hsa-mir-1298"	0	0	0	0	0	0	0	0.351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5353	0	0	0	0	0.1959	0	0	0	0	0	0	0	0	0	0.2059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47	0	0	0	0	0	0.3708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1617	0	0	0	0	0	0	0	0	0
"hsa-mir-1299"	0.201	0	0.432	0	0	0.3967	0	0.351	0	0	0	0	0	0.3157	0	0.1833	0	0	0	0	0	0	0	0	0	0	0	0.2743	0	0.1604	0	0	0	0.2067	0	0.2965	0	0	0	0	0.2059	0	0	0	0.5024	0	0	0.1713	0.5012	0	0	0	0	0.1007	0	0	0	0	0	0	0	0	0	0	0	0	0.2573	0.5358	0	0	0	0	0	0	0	0	0.1503	0.1182	0	0	0	0	0	0	0.285	0	0	0	0	0	0.2095	0	0
"hsa-mir-627"	0.201	0.681	3.1178	1.1885	0.9955	1.9443	2.3706	2.1515	1.5515	2.2979	0.8597	0.2751	1.0425	0.794	1.1694	1.6001	0.6435	1.7068	1.3431	1.9052	2.2	1.5091	1.3345	1.501	0.7124	1.2313	1.0823	1.9752	1.7045	1.8431	1.3785	1.8628	1.9201	1.3452	1.0755	2.0683	1.8159	1.7662	2.4786	0.9551	1.723	1.8531	1.7711	1.2331	0.7606	1.2869	1.6948	1.3998	2.5304	1.6905	1.9315	2.3633	1.7626	2.4542	1.1392	2.0118	3.0622	2.1041	2.22	1.1519	1.5506	1.3696	1.4264	1.3803	2.0786	1.5928	1.3573	2.6258	1.5536	1.2072	0	1.5275	0.9192	0.5902	0.3004	0.7378	0.6313	0.8905	0.4421	1.248	1.2055	1.2057	0.4167	0.8722	1.2081	1.2663	0.8474	0.949	0.9284	2.2463	3.4802	1.5917	1.7892
